area type,availability,location,size,society,total sqft,bath,balcony,price
super built up  area,18 may,raja rajeshwari nagar,2 BHK,cee 2du,1162,2.0,0.0,65.0
super built up  area,ready to move,whitefield,2 BHK,nillsre,1301,2.0,2.0,65.0
super built up  area,19 dec,devanahalli,1 BHK,sabixtt,658,1.0,1.0,34.0
plot  area,ready to move,sahakara nagar,3 Bedroom,grrvagr,1350,3.0,1.0,250.0
super built up  area,ready to move,whitefield,3 BHK,toindls,2500,3.0,2.0,280.0
built up  area,ready to move,1st phase jp nagar,1 BHK,opamaan,78.03Sq. Meter,1.0,1.0,63.0
built up  area,ready to move,chandapura,3 BHK,vailsaf,1208.51,3.0,2.0,42.0
super built up  area,ready to move,raja rajeshwari nagar,2 BHK,grrvagr,1133,2.0,2.0,38.41
super built up  area,ready to move,shettigere,3 BHK,lendavi,1760,2.0,1.0,116.0
super built up  area,ready to move,sarjapur,2 BHK,dsousyl,940,2.0,1.0,25.38
super built up  area,ready to move,badavala nagar,2 BHK,cmdewun,1145,2.0,2.0,57.0
super built up  area,ready to move,bannerghatta road,2 BHK,snity s,1255 - 1350,2.0,0.0,67.73
built up  area,ready to move,rahat bagh,4 Bedroom,saaintv,3900,5.0,1.0,550.0
super built up  area,ready to move,omarbagh layout,4 BHK,sntua s,3300 - 3335,5.0,0.0,268.5
built up  area,ready to move,dasarahalli,2 BHK,grrvagr,1300,2.0,2.0,50.0
super built up  area,ready to move,malleshwaram,3 BHK,sariaat,2475,4.0,3.0,326.0
super built up  area,ready to move,6th phase jp nagar,3 BHK,sgncy r,2040,3.0,2.0,200.0
built up  area,ready to move,hosakerehalli,1 Bedroom,grrvagr,1200,1.0,0.0,150.0
plot  area,ready to move,jigani,4 Bedroom,grrvagr,2420,4.0,1.0,190.0
built up  area,ready to move,thubarahalli,2 BHK,shdhisa,1216,2.0,1.0,80.0
super built up  area,ready to move,tumkur road,3 BHK,soire a,1459,2.0,1.0,110.0
super built up  area,ready to move,jakkur,3 BHK,soral c,1622,2.0,0.0,80.0
super built up  area,ready to move,kanakpura road,3 BHK,puandhi,1843,3.0,2.0,85.0
plot  area,ready to move,chikkasandra,2 Bedroom,grrvagr,600,1.0,1.0,52.0
super built up  area,ready to move,malleshpalya,3 BHK,kencyre,1430,2.0,1.0,69.5
plot  area,ready to move,kammanahalli,4 Bedroom,grrvagr,1800,2.0,0.0,280.0
super built up  area,ready to move,begur road,3 BHK,dhalsh,1565,2.0,2.0,57.91
super built up  area,ready to move,devarabeesana halli,3 BHK,sorisa,1670,3.0,2.0,160.0
super built up  area,ready to move,lakshminarayana pura,3 BHK,rothava,1695,3.0,2.0,150.0
super built up  area,ready to move,akshayanagara west,2 BHK,iseekon,1410,2.0,2.0,75.0
super built up  area,ready to move,kengeri satellite town,2 BHK,grrvagr,1060,2.0,3.0,42.0
built up  area,ready to move,sarjapur  road,2 BHK,grrvagr,1120,2.0,2.0,50.0
plot  area,ready to move,hosa road,2 Bedroom,grrvagr,880,2.0,0.0,50.0
super built up  area,ready to move,dodda nekkundi,3 BHK,grrvagr,1435,3.0,3.0,57.2
super built up  area,ready to move,doddakallasandra,3 BHK,grrvagr,1425,2.0,2.0,56.99
super built up  area,ready to move,arekere,2 BHK,chiteny,900,2.0,3.0,50.0
built up  area,18 feb,escorts colony,5 BHK,grrvagr,2400,5.0,2.0,93.0
built up  area,21 dec,thanisandra,1 BHK,bhe 2ko,693,1.0,1.0,34.3
plot  area,ready to move,kengeri,3 Bedroom,grrvagr,600,3.0,1.0,90.0
super built up  area,20 dec,electronic city,4 BHK,konteit,2435,4.0,3.0,119.0
super built up  area,18 aug,iblur village,3 BHK,dnionfl,1920,3.0,2.0,150.0
super built up  area,18 mar,electronic city,1 BHK,prarkun,630,1.0,1.0,47.0
plot  area,ready to move,hulimavu,5 Bedroom,grrvagr,1200,5.0,0.0,101.0
super built up  area,ready to move,nagavarapalya,1 BHK,puonsse,705,1.0,1.0,55.0
super built up  area,18 dec,srinivasa nagar,3 BHK,grrvagr,1200,2.0,2.0,75.6
super built up  area,ready to move,mahadevpura,2 BHK,3codeli,1532,2.0,2.0,62.0
super built up  area,ready to move,rajiv nagar,2 BHK,puoodsk,1330,2.0,1.0,93.0
plot  area,ready to move,3rd block hrbr layout,4 Bedroom,grrvagr,1200,3.0,1.0,210.0
built up  area,ready to move,sarjapur  road,3 BHK,nauha g,1530,2.0,2.0,60.0
super built up  area,ready to move,kasavanhalli,2 BHK,grrvagr,1105,2.0,2.0,42.0
plot  area,ready to move,1st phase jp nagar,2 Bedroom,grrvagr,1566,2.0,0.0,180.0
super built up  area,18 jul,harlur,3 BHK,shodsir,1630,3.0,1.0,95.1
built up  area,ready to move,banashankari,6 BHK,giaver,1200,6.0,2.0,180.0
built up  area,ready to move,brookefield,3 BHK,saowson,1595,2.0,3.0,75.0
super built up  area,ready to move,7th phase jp nagar,2 BHK,hiestre,1000,2.0,2.0,53.0
plot  area,18 may,"asha township, off hennur road",5 Bedroom,grrvagr,2400,5.0,3.0,285.0
super built up  area,18 may,electronic city phase ii,2 BHK,sryalan,1000,2.0,1.0,28.88
plot  area,ready to move,1a block koramangala,4 Bedroom,grrvagr,2360,4.0,1.0,650.0
super built up  area,ready to move,uttarahalli,3 BHK,grrvagr,1737,2.0,3.0,95.0
super built up  area,ready to move,near international airport,4 BHK,grrvagr,2100,4.0,2.0,150.0
built up  area,ready to move,hosakerehalli,8 Bedroom,grrvagr,3600,6.0,1.0,145.0
built up  area,ready to move,mysore road,2 BHK,prawnra,883,2.0,1.0,50.0
super built up  area,ready to move,btm layout,3 BHK,raide p,1776,2.0,3.0,75.0
super built up  area,19 dec,anjanapura,3 BHK,dsapeto,1347,2.0,1.0,37.72
super built up  area,ready to move,whitefield,3 BHK,kkdenng,1330,2.0,2.0,55.0
plot  area,ready to move,sector 1 hsr layout,2 Bedroom,grrvagr,600,2.0,1.0,120.0
built up  area,ready to move,rajaji nagar,4 BHK,grrvagr,3730,4.0,3.0,370.0
super built up  area,ready to move,harlur,3 BHK,somonci,1459,3.0,2.0,135.0
super built up  area,19 dec,thanisandra,4 BHK,bhe 2ko,2259,5.0,2.0,135.0
built up  area,ready to move,jp nagar,7 Bedroom,grrvagr,2700,4.0,1.0,160.0
super built up  area,ready to move,gubbalala,2 BHK,grrvagr,1008,2.0,2.0,32.25
super built up  area,ready to move,nti layout,2 BHK,vaent v,1200,2.0,2.0,52.5
super built up  area,18 may,vasanth nagar,4 BHK,dheusag,2328,4.0,1.0,528.0
plot  area,ready to move,btm 1st stage,7 Bedroom,grrvagr,600,7.0,3.0,110.0
super built up  area,ready to move,electronic city,2 BHK,itelaa,660,1.0,1.0,15.5
super built up  area,ready to move,rajaji nagar,3 BHK,brway g,1800,2.0,2.0,250.0
super built up  area,ready to move,rajaji nagar,4 BHK,brway g,3100,4.0,3.0,550.0
super built up  area,19 aug,yelahanka,2 BHK,smllay,1180 - 1630,2.0,0.0,50.58
super built up  area,18 may,yelahanka,1 BHK,prensya,602,1.0,1.0,26.0
super built up  area,ready to move,jp nagar,3 BHK,adaveth,1500,2.0,3.0,82.0
built up  area,ready to move,glass factory layout,3 BHK,vmlet c,1539,3.0,2.0,60.0
plot  area,ready to move,fraser town,6 Bedroom,grrvagr,806,3.0,1.0,128.0
super built up  area,20 dec,judicial layout,3 BHK,prarepa,1100,2.0,1.0,53.0
super built up  area,ready to move,raja rajeshwari nagar,2 BHK,grrvagr,1151,2.0,1.0,49.0
super built up  area,ready to move,dasappa layout,2 BHK,grrvagr,920,2.0,1.0,46.0
super built up  area,ready to move,kathriguppe,3 BHK,prone m,1350,3.0,3.0,78.3
super built up  area,ready to move,bannerghatta road,2 BHK,shissut,1200,2.0,2.0,65.0
super built up  area,ready to move,thanisandra,2 BHK,grrvagr,1265,2.0,1.0,78.0
plot  area,ready to move,chelekare,8 Bedroom,grrvagr,600,6.0,2.0,60.0
super built up  area,18 apr,sarjapur  road,3 BHK,pualesk,1700,3.0,2.0,93.5
built up  area,ready to move,ramamurthy nagar,3 Bedroom,grrvagr,1600,3.0,0.0,75.0
built up  area,ready to move,4th t block jayanagar,4 Bedroom,grrvagr,1550,4.0,1.0,120.0
built up  area,ready to move,r.t. nagar,3 BHK,siinesu,1560,3.0,3.0,125.0
plot  area,18 jan,horamavu agara,6 Bedroom,grrvagr,1000,5.0,3.0,98.0
plot  area,ready to move,raja rajeshwari nagar,4 Bedroom,grrvagr,1200,4.0,1.0,160.0
super built up  area,ready to move,sarjapur  road,3 BHK,arldsyo,1403,3.0,1.0,56.0
super built up  area,ready to move,tumkur road,3 BHK,sahtsva,1416,3.0,1.0,94.0
super built up  area,ready to move,kanakpura road,2 BHK,grrvagr,1628,2.0,2.0,68.0
plot  area,ready to move,chamrajpet,4 Bedroom,grrvagr,1660.4,4.0,2.0,211.0
super built up  area,ready to move,7th phase jp nagar,3 BHK,eladero,1680,3.0,2.0,125.0
super built up  area,ready to move,doddathoguru,3 BHK,prora f,1595,3.0,3.0,62.0
super built up  area,ready to move,kanakpura road,3 BHK,niacesa,1507,2.0,3.0,95.0
super built up  area,ready to move,frazer town,3 BHK,prook m,2560,3.0,2.0,288.0
super built up  area,ready to move,hennur road,3 BHK,sairesa,1949,3.0,1.0,133.0
plot  area,ready to move,btm 2nd stage,2 Bedroom,grrvagr,800,2.0,1.0,175.0
built up  area,18 dec,electronic city phase ii,2 BHK,sryalan,1000,2.0,1.0,28.88
super built up  area,20 jun,sonam layout,2 BHK,grrvagr,905,2.0,1.0,50.0
super built up  area,ready to move,hosakerehalli,3 BHK,taonte,2480,3.0,2.0,245.0
super built up  area,ready to move,cr layout,3 BHK,grrvagr,1495,3.0,2.0,200.0
super built up  area,ready to move,kaikondrahalli,3 BHK,grrvagr,1605,3.0,3.0,105.0
built up  area,ready to move,bommanahalli,2 BHK,grrvagr,1290,2.0,1.0,73.0
super built up  area,ready to move,yelahanka,2 BHK,rarthne,1100,2.0,1.0,60.0
super built up  area,ready to move,vishveshwarya layout,6 BHK,grrvagr,2100,6.0,0.0,92.0
super built up  area,ready to move,electronics city phase 1,2 BHK,grrvagr,995,2.0,1.0,49.8
plot  area,ready to move,banashankari stage ii,2 Bedroom,grrvagr,500,2.0,1.0,55.0
super built up  area,ready to move,rajaji nagar,4 BHK,pheston,3526,4.0,3.0,598.0
super built up  area,ready to move,gottigere,3 BHK,apentir,1425,2.0,2.0,47.0
super built up  area,ready to move,btm 4th stage,3 BHK,grrvagr,1455,2.0,2.0,55.0
super built up  area,ready to move,jalahalli west,1 BHK,prntsax,550,1.0,1.0,23.0
plot  area,ready to move,vishveshwarya layout,4 Bedroom,grrvagr,7000,4.0,2.0,210.0
super built up  area,ready to move,srinivasa nagar,5 BHK,grrvagr,4000,3.0,0.0,130.0
super built up  area,18 may,gollahalli,2 BHK,grrvagr,1060,2.0,1.0,53.0
super built up  area,ready to move,ags layout,3 BHK,grrvagr,1080,2.0,2.0,75.0
built up  area,ready to move,hbr layout,3 BHK,giersin,1783,3.0,2.0,125.0
super built up  area,18 mar,haralur road,3 BHK,snnia e,1520,2.0,2.0,90.0
super built up  area,ready to move,sarjapur  road,2 BHK,savanbr,1060,2.0,1.0,55.0
super built up  area,ready to move,raja rajeshwari nagar,2 BHK,grrvagr,1267,2.0,1.0,54.35
super built up  area,ready to move,whitefield,2 BHK,grrvagr,1155,2.0,2.0,55.0
built up  area,ready to move,karuna nagar,3 Bedroom,coinocu,2500,3.0,2.0,180.0
super built up  area,ready to move,bannerghatta road,2 BHK,mnikaas,1240,2.0,1.0,65.0
super built up  area,ready to move,gollahalli,3 BHK,mjlese,1570,3.0,2.0,78.0
super built up  area,ready to move,ngr layout,2 BHK,grrvagr,1019,2.0,1.0,45.9
super built up  area,ready to move,whitefield,2 BHK,veale r,1355,3.0,3.0,76.0
super built up  area,ready to move,arekempanahalli,3 BHK,grrvagr,1537,3.0,2.0,110.0
super built up  area,ready to move,whitefield,4 BHK,uke 2nz,4075,5.0,3.0,226.0
super built up  area,ready to move,raja rajeshwari nagar,3 BHK,grrvagr,1550,3.0,3.0,52.45
built up  area,ready to move,raja rajeshwari nagar,2 BHK,neess p,1100,2.0,1.0,50.0
super built up  area,ready to move,devarabeesana halli,3 BHK,sorisa,1750,3.0,2.0,150.0
super built up  area,18 mar,9th phase jp nagar,2 BHK,hmigond,1466,2.0,2.0,71.0
super built up  area,ready to move,rachenahalli,3 BHK,sovar s,1550,3.0,2.0,72.5
super built up  area,ready to move,akshaya nagar,3 BHK,dlhtsnd,2300,4.0,3.0,102.0
super built up  area,19 aug,kengeri,1 BHK,vbn 2lm,540,1.0,1.0,22.5
plot  area,ready to move,8th phase jp nagar,3 Bedroom,hincy v,950,3.0,2.0,130.0
built up  area,ready to move,chamundi nagar,7 Bedroom,grrvagr,2800,7.0,1.0,250.0
super built up  area,ready to move,silk board,2 BHK,grrvagr,1020,2.0,3.0,48.0
super built up  area,ready to move,cunningham road,3 BHK,leduvmy,2880,3.0,2.0,501.0
super built up  area,ready to move,hebbal,3 BHK,prersis,1987,4.0,2.0,165.0
super built up  area,ready to move,hoodi,2 BHK,keers s,1305,2.0,1.0,75.0
built up  area,ready to move,sarjapur,4 Bedroom,grrvagr,2100,3.0,1.0,125.0
built up  area,18 dec,electronic city,2 BHK,grrvagr,1125,2.0,1.0,32.5
super built up  area,ready to move,horamavu banaswadi,2 BHK,grrvagr,1225,2.0,2.0,49.5
super built up  area,ready to move,hennur,2 BHK,grrvagr,1255,2.0,1.0,55.5
super built up  area,ready to move,mrcr layout,2 BHK,grrvagr,1191,2.0,1.0,90.0
plot  area,ready to move,uttarahalli,6 Bedroom,grrvagr,3600,6.0,2.0,303.0
built up  area,18 dec,electronic city,2 BHK,grrvagr,1165,2.0,1.0,33.64
super built up  area,18 apr,kacharakanahalli,2 BHK,grrvagr,865,2.0,1.0,35.11
super built up  area,ready to move,nagarbhavi,3 BHK,grrvagr,1850,2.0,2.0,88.0
super built up  area,ready to move,marsur,2 BHK,asara s,497,1.0,1.0,17.0
super built up  area,19 mar,hennur road,2 BHK,puachal,1232,2.0,2.0,89.0
super built up  area,21 nov,thanisandra,3 BHK,bhe 2ko,1732,3.0,3.0,85.73
super built up  area,ready to move,yelahanka,3 BHK,puziave,1614,2.0,1.0,100.0
built up  area,ready to move,magadi road,2 BHK,jaaveha,600,1.0,1.0,22.0
super built up  area,ready to move,thigalarapalya,3 BHK,prtanha,2072,4.0,2.0,155.0
super built up  area,ready to move,electronic city,2 BHK,itvir m,919,2.0,2.0,34.0
built up  area,ready to move,shettihalli,4 Bedroom,grrvagr,2100,4.0,1.0,90.0
built up  area,ready to move,shampura,4 BHK,grrvagr,672,3.0,1.0,54.0
built up  area,ready to move,j c nagar,8 BHK,grrvagr,800,6.0,3.0,110.0
plot  area,ready to move,marsur,3 Bedroom,arerare,1200,3.0,1.0,150.0
super built up  area,ready to move,old gurappanapalya,4 BHK,soliama,2849,5.0,2.0,250.0
built up  area,ready to move,doctors layout,2 BHK,mavelr,1000,2.0,2.0,42.0
super built up  area,ready to move,whitefield,2 BHK,prtates,1216,2.0,1.0,75.0
super built up  area,ready to move,lingadheeranahalli,4 BHK,soiewre,2245,4.0,2.0,154.0
super built up  area,18 feb,bannerghatta road,3 BHK,baanise,1476,3.0,1.0,125.0
super built up  area,ready to move,ambedkar nagar,3 BHK,soechha,1852,3.0,2.0,130.0
super built up  area,18 aug,udaya nagar,2 BHK,grrvagr,1225,2.0,2.0,47.0
super built up  area,ready to move,panathur,3 BHK,skinaa,1597,3.0,1.0,67.12
super built up  area,19 dec,jakkur,3 BHK,ceezey,2423,4.0,3.0,160.0
super built up  area,19 mar,marathahalli,2 BHK,prenske,1152,2.0,1.0,90.0
super built up  area,ready to move,harlur,3 BHK,grrvagr,1762,3.0,2.0,133.0
plot  area,ready to move,kammasandra,3 Bedroom,daden g,1400,3.0,2.0,92.0
plot  area,ready to move,new thippasandra,6 Bedroom,grrvagr,2400,6.0,3.0,400.0
super built up  area,ready to move,raja rajeshwari nagar,2 BHK,grrvagr,1185,2.0,2.0,40.17
super built up  area,18 may,yelahanka,3 BHK,miitat,1890,3.0,2.0,108.0
super built up  area,ready to move,varthur road,3 BHK,grrvagr,1247,2.0,2.0,58.0
plot  area,ready to move,1st block jayanagar,8 Bedroom,grrvagr,700,4.0,2.0,104.0
plot  area,ready to move,hrbr layout,6 Bedroom,grrvagr,1000,6.0,3.0,275.0
super built up  area,ready to move,bellandur,2 BHK,grrvagr,1201,2.0,2.0,59.99
built up  area,18 feb,gunjur palya,2 BHK,bdectou,830,2.0,2.0,40.0
built up  area,18 jul,electronic city phase ii,2 BHK,sryalan,1165,2.0,1.0,30.29
super built up  area,ready to move,bommanahalli,2 BHK,kancyre,1100,1.0,2.0,55.0
built up  area,ready to move,9th phase jp nagar,3 BHK,imiteel,1890,2.0,2.0,93.0
super built up  area,ready to move,maithri layout,3 BHK,itanuna,1685,3.0,2.0,60.0
super built up  area,ready to move,sarakki nagar,4 BHK,sowerew,3131,4.0,3.0,349.0
super built up  area,ready to move,battarahalli,2 BHK,grrvagr,1165,2.0,1.0,43.0
super built up  area,ready to move,kachanayakanahalli,2 BHK,icoolon,827,2.0,1.0,45.0
plot  area,ready to move,gangondanahalli,3 Bedroom,grrvagr,396,2.0,0.0,48.0
plot  area,ready to move,uttarahalli,4 Bedroom,grrvagr,1200,4.0,3.0,179.0
built up  area,ready to move,electronics city phase 1,1 BHK,prmes h,635,1.0,0.0,26.0
built up  area,ready to move,whitefield,4 Bedroom,prtates,4000,4.0,3.0,380.0
super built up  area,ready to move,vishwanatha nagenahalli,2 BHK,shtalcr,1050,2.0,1.0,50.0
built up  area,ready to move,d group employees layout,5 Bedroom,grrvagr,600,4.0,3.0,76.0
super built up  area,22 may,jakkur,3 BHK,grrvagr,1819.18,3.0,2.0,168.0
plot  area,ready to move,kanakapura,3 Bedroom,grrvagr,1500,3.0,3.0,125.0
super built up  area,ready to move,yelenahalli,3 BHK,grrvagr,1500,2.0,2.0,57.0
super built up  area,ready to move,benson town,3 BHK,gopus o,2850,4.0,3.0,470.0
super built up  area,ready to move,raja rajeshwari nagar,3 BHK,elleyt,1751,3.0,3.0,72.0
super built up  area,18 jan,vasanth nagar,4 BHK,prian e,4750,6.0,1.0,1102.0
super built up  area,18 jun,bommasandra,2 BHK,ssestth,1020,2.0,1.0,40.89
super built up  area,ready to move,thanisandra,2 BHK,saskybl,1148,2.0,1.0,43.5
plot  area,ready to move,basavangudi,6 Bedroom,grrvagr,1754,6.0,2.0,650.0
plot  area,ready to move,2nd block hrbr layout,3 Bedroom,grrvagr,4273,3.0,2.0,1100.0
super built up  area,ready to move,b narayanapura,2 BHK,grrvagr,1060,2.0,1.0,49.27
built up  area,ready to move,haralur road,2 BHK,grrvagr,1300,2.0,2.0,60.0
built up  area,ready to move,hormavu,4 Bedroom,grrvagr,3000,4.0,0.0,100.0
super built up  area,ready to move,bellandur,2 BHK,goncyre,1325,2.0,2.0,65.0
super built up  area,ready to move,sai gardens,2 BHK,alivae,1261,2.0,2.0,61.0
super built up  area,ready to move,manayata tech park,2 BHK,grrvagr,1100,2.0,2.0,46.0
built up  area,ready to move,ramamurthy nagar,2 BHK,grrvagr,700,2.0,1.0,33.0
super built up  area,ready to move,7th phase jp nagar,3 BHK,eladero,1675,2.0,2.0,135.0
plot  area,ready to move,ullal road,4 Bedroom,grrvagr,3400,4.0,2.0,190.0
super built up  area,18 aug,kodihalli,4 BHK,soianal,3260,5.0,3.0,388.0
super built up  area,ready to move,doddakammanahalli,2 BHK,grrvagr,1180,2.0,2.0,56.0
built up  area,ready to move,uttarahalli,2 BHK,sencys,1160,2.0,2.0,45.0
super built up  area,ready to move,kasavanhalli,4 BHK,grrvagr,1863,3.0,2.0,105.0
super built up  area,ready to move,sahakara nagar,3 BHK,hoacela,1914,3.0,2.0,149.0
super built up  area,ready to move,btm layout,3 BHK,c ensnd,1458,3.0,2.0,79.0
plot  area,ready to move,thirumenahalli,5 Bedroom,grrvagr,1200,4.0,2.0,115.0
built up  area,ready to move,babusapalaya,2 BHK,grrvagr,1105,2.0,1.0,40.0
super built up  area,ready to move,hulimavu,3 BHK,vapasrk,3035,5.0,3.0,220.0
plot  area,ready to move,bannerghatta road,6 Bedroom,grrvagr,1200,6.0,3.0,160.0
super built up  area,ready to move,akshaya nagar,3 BHK,dlhtsnd,1662,3.0,2.0,90.0
super built up  area,ready to move,yelahanka,3 BHK,puziave,1556,3.0,2.0,86.0
super built up  area,ready to move,jigani,2 BHK,dlhtsan,918,2.0,2.0,50.0
super built up  area,ready to move,sarjapur  road,3 BHK,mades g,1455,2.0,1.0,98.0
super built up  area,ready to move,jakkasandra extension,2 BHK,grrvagr,1205,2.0,1.0,70.0
super built up  area,ready to move,beml layout,2 BHK,grrvagr,1194,2.0,1.0,65.0
plot  area,ready to move,laggere,2 Bedroom,grrvagr,1200,2.0,0.0,75.0
built up  area,ready to move,bannerghatta road,3 BHK,pyvenas,1100,2.0,2.0,52.0
super built up  area,ready to move,sarjapur  road,3 BHK,s2kaaan,1405,3.0,2.0,48.87
super built up  area,ready to move,subramanyapura,2 BHK,prldsri,929,2.0,1.0,56.0
built up  area,ready to move,frazer town,4 BHK,asuilnc,3436,5.0,2.0,341.0
super built up  area,ready to move,8th phase jp nagar,4 BHK,grrvagr,2100,4.0,3.0,92.0
super built up  area,17 jul,channasandra,2 BHK,unm 2el,1065,2.0,1.0,40.47
super built up  area,22 dec,bannerghatta road,3 BHK,prarepa,1365 - 1700,3.0,0.0,84.29
plot  area,ready to move,kengeri,6 Bedroom,grrvagr,1500,6.0,3.0,150.0
plot  area,ready to move,hullahalli,5 Bedroom,grrvagr,1200,5.0,2.0,99.0
super built up  area,18 apr,hormavu,2 BHK,grrvagr,1093,2.0,1.0,32.78
built up  area,ready to move,anandapura,2 BHK,loleoen,1250,2.0,2.0,45.0
super built up  area,ready to move,marathahalli,3 BHK,asintas,1680,3.0,3.0,105.0
super built up  area,ready to move,nagarbhavi,2 BHK,shentpa,1146,2.0,1.0,50.0
super built up  area,18 apr,jagajyothi layout,2 BHK,grrvagr,1250,2.0,3.0,58.0
super built up  area,17 oct,ramagondanahalli,3 BHK,viistla,1451,3.0,1.0,60.44
super built up  area,ready to move,nobo nagar,3 BHK,elacet,1424,2.0,3.0,55.0
super built up  area,ready to move,gottigere,3 BHK,krryll,1435,2.0,3.0,62.0
super built up  area,18 apr,devanahalli,1 BHK,sabixtt,658,1.0,0.0,26.91
super built up  area,18 jan,bommanahalli,3 BHK,grrvagr,1300,3.0,2.0,45.0
super built up  area,ready to move,whitefield,2 BHK,foityin,1242,2.0,2.0,65.0
super built up  area,ready to move,marathahalli,3 BHK,grrvagr,1910,3.0,3.0,119.0
super built up  area,ready to move,yelahanka,3 BHK,prrlomo,1610,4.0,2.0,85.0
super built up  area,ready to move,hulimavu,2 BHK,reiteee,1127,2.0,1.0,65.0
super built up  area,ready to move,yelahanka,3 BHK,grrvagr,1075,2.0,1.0,42.0
super built up  area,ready to move,mysore road,2 BHK,grrvagr,1155,2.0,1.0,51.0
